conversation_root_id,tweet_id,customer_message,intent,context
1881148,1881148,"I buy something on amazon prime every other day, I need help.",Prime membership and benefits,"CUSTOMER: I buy something on amazon prime every other day, I need help.
AmazonHelp: @561410 Thank you for using Amazon Prime!. Please tell us what kind of help do you need? ^CC
CUSTOMER: @AmazonHelp How do i stop purchasing so many things on your website?
CUSTOMER: @AmazonHelp @561410 I have been cheated by your company  &amp; I want fair justice as I haven’t been provided the order as promised by Amazon."
1393943,1393943,"@115850 package to be delivered today, called no of amzagent who said he is on leave and no regard for customer. Package untraceable",Delivery and order fulfillment,"CUSTOMER: @115850 package to be delivered today, called no of amzagent who said he is on leave and no regard for customer. Package untraceable
AmazonHelp: @444182 I'm sorry about the situation. Kindly connect with us here: https://t.co/rS49hgaADF we'll check this for you. ^PJ"
2838503,2838503,hey uh @115821 maybe tell your delivery drivers to not bash on the window a few hundred times and to first try knocking on the door? had a panic attack because i thought someone was trying to break in. also: package has a big sticker on it bcs theres a lithium battery inside -,Delivery and order fulfillment,"CUSTOMER: hey uh @115821 maybe tell your delivery drivers to not bash on the window a few hundred times and to first try knocking on the door? had a panic attack because i thought someone was trying to break in. also: package has a big sticker on it bcs theres a lithium battery inside -
AmazonHelp: @324776 We'd like to be sure to report this to the carrier. Please request a callback here: https://t.co/WEqHC3Tfff ^NC"
562956,562956,"Amazon support used to be top notch. #nomore 

1hr of support followed by 50min on the call with @115821 supervisor and the dude hangs up so I have a missing gift that’s late and must start over to figure out where my package is. 

Should have shopped local. #amazon https://t.co/pjhA1ZoiGB",Delivery and order fulfillment,"CUSTOMER: Amazon support used to be top notch. #nomore   1hr of support followed by 50min on the call with @115821 supervisor and the dude hangs up so I have a missing gift that’s late and must start over to figure out where my package is.   Should have shopped local. #amazon https://t.co/pjhA1ZoiGB
AmazonHelp: @251779 I'm sorry for the frustration! We're available to assist the best we can. What is the current status and carrier shown on this order: https://t.co/PCtircFm5C? ^SJ
CUSTOMER: @AmazonHelp I have no update as the dude hung up. All I know is that the gift is 5days late and replacements have been “sent” but never arrived.
AmazonHelp: @251779 Who was the carrier listed for the order and replacement order? You can check using the link ^SJ provided. ^DO
CUSTOMER: @AmazonHelp That link doesn’t provide any info about the carrier.
AmazonHelp: @251779 When using the link, it should take you to Your Orders. Next to the order in question, there should be an option to track your order. ^AC
CUSTOMER: @AmazonHelp It doesn’t list this info. Please stop asking me for more information. I’ve spent too many hours on this issue to understand that you guys will not help me. I hope I get the replacement at some point and will be thinking twice when using your service moving forward."
2767581,2767581,アマゾンから届いたFire TV Stickをテレビにセッティングしてみたんだけど、どうも繋がってないっぽい…？？,Other/Unclear/non-substantive,"CUSTOMER: アマゾンから届いたFire TV Stickをテレビにセッティングしてみたんだけど、どうも繋がってないっぽい…？？
AmazonHelp: @773899 リプライ失礼いたします、Amazonです。Fire TV Stick の設定方法やトラブルシューティングなどのヘルプページがございますので、よろしければご参照ください。https://t.co/zIgmCRLOAj ご不明な点があればお気軽にカスタマーサービスにご連絡ください。https://t.co/J6YEizo6qC  HM
CUSTOMER: @AmazonHelp 無事繋がりました！HDMI延長ケーブルを介さず直接スティックをTVに挿していたことが原因でした…；；お騒がせしてしまいすみません；；有難う御座いました！
AmazonHelp: @773899 無事解決できたようで安心いたしました！Fire TV Stickの世界をお楽しみくださいませ(੭*ˊ꒳​ˋ)੭ リプライありがとうございました～✨ HM"
1709444,1709444,@123813 hola como hago para usar el servicio en mi smart tv lg ?,Other/Unclear/non-substantive,"CUSTOMER: @123813 hola como hago para usar el servicio en mi smart tv lg ?
AmazonHelp: @517968 Hola, Octavio. Por favor, verifica este enlace: https://t.co/FskN3eJa16 ^CR"
318073,318073,@115850 How wonderful it feels to inform you that my package supposed to be deliverd by 8 pm yestrday has still to reach me at 14:40 today,Delivery and order fulfillment,"CUSTOMER: @115850 How wonderful it feels to inform you that my package supposed to be deliverd by 8 pm yestrday has still to reach me at 14:40 today
AmazonHelp: @184608 Kindly bear with us and you shall receive an update soon. ^HT
CUSTOMER: @AmazonHelp 4 chats, 3 emails and 8 tweets and thats all you can do ? #CourierCentric and not #customercentric"
1765226,1765226,El pedido va con 2 dias de retraso y me poneis que contacte con el transportista pero no se como contactar :) @116928,Other/Unclear/non-substantive,"CUSTOMER: El pedido va con 2 dias de retraso y me poneis que contacte con el transportista pero no se como contactar :) @116928
AmazonHelp: @530955 Hola, lamento el atraso. ¿El pedido fue gestionado por Amazon o por un vendedor desde nuestro sitio? ^CR
CUSTOMER: @AmazonHelp Vendido por Bovon direct y gestionado por Amazon
AmazonHelp: @530955 más detalladamente, por favor ingresa en el siguiente enlace: https://t.co/OjvUxwnzPe (2/2) ^HC
AmazonHelp: @530955 Alberto, en este caso te recomendamos contactar a nuestros compañeros de Servicio al Cliente, para verificar tu caso (1/2)"
2376206,2376206,@115821 your pissing me off.. you accepted my gift card then I get a weird email to fax you .. how the hell am I supposed to do that I don’t even know anyone with a fax,Other/Unclear/non-substantive,"CUSTOMER: @115821 your pissing me off.. you accepted my gift card then I get a weird email to fax you .. how the hell am I supposed to do that I don’t even know anyone with a fax
AmazonHelp: @669210 I'm sorry for the frustration! To confirm, is there a link in the e-mail to sign in to your account and upload the requested documents? If not, there are free online fax services. Please let us know if there are any issues. ^MV"
1710084,1710084,"携帯にメールだー。
と思ったら、Amazonを名乗る誰かから、「有料動画の支払いが未払いです」とのこと。

Amazonさんで動画見たことねぇよ！",Other/Unclear/non-substantive,"CUSTOMER: 携帯にメールだー。 と思ったら、Amazonを名乗る誰かから、「有料動画の支払いが未払いです」とのこと。  Amazonさんで動画見たことねぇよ！
AmazonHelp: @518114 当サイトの名を騙るフィッシングや架空請求詐欺が増えております。そのようなメールに記載されているURLはクリックしないようお気を付けください。Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM
CUSTOMER: @AmazonHelp ご連絡ありがとうございます。 ガラホにSMSで届き、電話番号記載でした。さくっと無視します。 対応ありがとうございます。
AmazonHelp: @518114 とんでもないことでございます。今後も万が一ご不安なことがございましたら、ご遠慮なくお知らせください。 YM"
354014,354014,@120533 c'est une blague j'espère? Comment ça on doit avoir payé 50€ pour donner notre avis ? https://t.co/q6smYNnDhB,Other/Unclear/non-substantive,"CUSTOMER: @120533 c'est une blague j'espère? Comment ça on doit avoir payé 50€ pour donner notre avis ? https://t.co/q6smYNnDhB
AmazonHelp: @200163 Bonjour, en effet, pour de participer à la communauté d'Amazon il faut effectuer des achats de 50 euros minimum sur Amazon.fr.
CUSTOMER: @AmazonHelp Et depuis quand cette condition existe t elle ?
AmazonHelp: @200163 Pour avoir une idée générale sur cela , je vous prie de cliquer sur le lien suivant: https://t.co/HDk368kOh4 ^FT
CUSTOMER: @AmazonHelp C'est qd mm discriminatoire. J'ai rarement fait d'achats de plus de 50€ et ce n'est que mtn qu'on me dit que je ne peux laisser d'avis.
AmazonHelp: @200163 ..qui doit dépasser 50€(Cela ne concerne pas les questions posées sur le site). 2/2 ^MH
CUSTOMER: @AmazonHelp Je passe des commande allant de 10 à 30€ pas plus. Du coup je devrais jamais pouvoir poser des avis hors je le fais a chaque commande.
AmazonHelp: @200163 Le montant total de vos commandes doit dépasser 50 € ^ME"
2534437,2534437,@116324 @115821  just wondering if my return will be picked up today #lovewaitinginalldayfornoreason,"Returns, refunds, and charges","CUSTOMER: @116324 @115821  just wondering if my return will be picked up today #lovewaitinginalldayfornoreason
AmazonHelp: @721131 Hi Jude, can you tell us when the collection was booked? ^BZ
CUSTOMER: @AmazonHelp Hi, it was booked Saturday, re-booked Tuesday and again re-booked Yesterday
AmazonHelp: @721131 Sorry to hear your item has not yet been collected. Usually the collection is the next working day, so if it was booked yesterday, it should be today. Let us know if it is not collected ^BZ"
313989,313989,@AmazonHelp I'm trying 2 order ebooks via my kindle &amp;it's not working.keeps saying it's taking longer to download &amp;cancels. internet is fine,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp I'm trying 2 order ebooks via my kindle &amp;it's not working.keeps saying it's taking longer to download &amp;cancels. internet is fine
AmazonHelp: @190970 Have you tried restarting the device?^CD"
463390,463390,Very disappointed at @115821 right now worst costumer service EVER ! And still don’t have my package 😔 #whyme #amazonhelp,Delivery and order fulfillment,"CUSTOMER: Very disappointed at @115821 right now worst costumer service EVER ! And still don’t have my package 😔 #whyme #amazonhelp
AmazonHelp: @225148 Letting you down is never our intent! Please don't hesitate to submit CS feedback via the survey e-mailed after your call/chat. When you spoke with us, what information or options were we able to provide? Does carrier tracking give insight to the delay? ^MV"
659390,659390,"What kind of delivery is this? Not even close to my front door, and the driver didn't even ring the doorbell. Smh... this is why/how packages get stolen. @115821 package delivered with ""AMZL US"" 😒 https://t.co/CTwE8WSnoB",Delivery and order fulfillment,"CUSTOMER: What kind of delivery is this? Not even close to my front door, and the driver didn't even ring the doorbell. Smh... this is why/how packages get stolen. @115821 package delivered with ""AMZL US"" 😒 https://t.co/CTwE8WSnoB
AmazonHelp: @277010 Our team would like to make sure your feedback on this poor delivery is escalated, please send us your info via this link: https://t.co/vL6SolUSQ4 ^JR"
529205,529205,@115850 worst service  provider flipkart is far better than,Customer service escalation and feedback,"CUSTOMER: @115850 worst service  provider flipkart is far better than
AmazonHelp: @242534 That's quite a remark! I would like to help. May I know what went wrong? ^HR"
2558536,2558536,@AmazonHelp Pay for prime and don’t get one day delivery as stated on order! Waste of money #Amazon,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp Pay for prime and don’t get one day delivery as stated on order! Waste of money #Amazon
AmazonHelp: @183132 I'm sorry for the troubles with delivery, Phillip! We'd like to help if we can. Just to clarify, have we missed the expected delivery date given in your order confirmation e-mail? ^AL"
2240582,2240582,@AmazonHelp recu sms et mail pour donner des precisions sur mon adresse pour une livraison aujourd'hui et impossible de laisser des infos sur le site.. help !! Ma rue n'existe pad encore dans les gps,Other/Unclear/non-substantive,"CUSTOMER: @AmazonHelp recu sms et mail pour donner des precisions sur mon adresse pour une livraison aujourd'hui et impossible de laisser des infos sur le site.. help !! Ma rue n'existe pad encore dans les gps
AmazonHelp: @653267 Bonjour, Je suis désolée d'apprendre cela. Quel est le transporteur en charge de la livraison? ^MD
CUSTOMER: @AmazonHelp Amazon logistics
AmazonHelp: @653267 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande, s'il vous plaît. ^ASZ
CUSTOMER: @AmazonHelp Mon numero de commande est le 408-2074191-1976305 et les informations à transmettre sont : la rue indiquée commence à la place Gambetta en face de la friterie ""la gourmandine""
AmazonHelp: @653267 Je suis désolée mais nous n'avons pas la possibilité de faire cette manipulation. Par contre on pourra demander le retour contre remboursement, et vous repassez la commande. Je vous invite (Raisons de sécurité) à supprimer le numéro de commande de votre post.^FT"
1326928,1326928,"Alou @117086 tô com uma dúvida/problema, vcs podem me ajudar?",Other/Unclear/non-substantive,"CUSTOMER: Alou @117086 tô com uma dúvida/problema, vcs podem me ajudar?
AmazonHelp: @429596 Olá Júpiter, como posso ajudá-la? ^MB
CUSTOMER: @AmazonHelp Se não houve esse pedido q eu vi que vcs fazem, então o pedido foi aprovado, certo? Pq ta como pedido recebido e só.
CUSTOMER: @AmazonHelp Eu fiz um pedido quarta. Eu ainda não recebi a nota fiscal, mas já recebi o recibo e não apareceu para trocar forma de pagamento (+)
AmazonHelp: @429596 (2/2) de qualquer pedido de produto físico vendido e enviado pela Amazon em Seus pedidos (https://t.co/hyMJbwn6xU). ^AZ
CUSTOMER: @AmazonHelp Se o recibo está ali, o pedido vai chegar, nenhum problema de negado ou cancelado? Na data prevista, ele chega. Correto?
AmazonHelp: @429596 Certo sim Júpiter. ^MB
CUSTOMER: @AmazonHelp Obrigada!!!"
1637889,1637889,"@116875 Hola, hace unos meses hice un pedido y NUNCA LLEGO! , que hago???",Other/Unclear/non-substantive,"CUSTOMER: @116875 Hola, hace unos meses hice un pedido y NUNCA LLEGO! , que hago???
AmazonHelp: @500898 Hola, lamentamos lo sucedido, podrías informarnos, ¿recibiste el correo de confirmación de tu pedido? ^HC"
1262649,1262649,@115850 @115821 got fake bill there was no imei on bill .requesting for bill from 2 months403-8192708-5753133 __email__,Other/Unclear/non-substantive,"CUSTOMER: @115850 @115821 got fake bill there was no imei on bill .requesting for bill from 2 months403-8192708-5753133 __email__
AmazonHelp: @415730 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) ^SI
AmazonHelp: @415730 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. (1/2) ^SI"
286323,286323,Just got this in a promotional email from @115850 🤣 https://t.co/DRWDD2OGb9,Other/Unclear/non-substantive,"CUSTOMER: Just got this in a promotional email from @115850 🤣 https://t.co/DRWDD2OGb9
AmazonHelp: @184209 Thank you for flagging this issue. We will get it resolved. ^SY
CUSTOMER: @AmazonHelp @184209 Can you retrieve the image once the mail is sent? @15577 - possible?
CUSTOMER: @184210 @AmazonHelp @15577 Dude - I am still happy that they said something like this. airtel and all would have said, please DM us your contact details, we will fix.
CUSTOMER: @184209 @AmazonHelp @15577 😂😂  Or They might have said, thanks for your feedback, glad you like it.. Happy shopping!"
2102470,2102470,Dear @115821 I thought video rental was for 30 days?! I got a half of a watch on my last rental...,"Digital products, devices, and apps","CUSTOMER: Dear @115821 I thought video rental was for 30 days?! I got a half of a watch on my last rental...
AmazonHelp: @271957 For rental videos, you'll typically have a 48 hours viewing period to finish watching once you've started streaming. ^CL
CUSTOMER: @AmazonHelp Well shucks! I swore it 30 days! I guess that's on me ¯\_(ツ)_/¯"
635788,635788,"@115821 Just talked to someone in Phillippines, and they did not get me after repeating my issue for 3 times - How to get help!",Other/Unclear/non-substantive,"CUSTOMER: @115821 Just talked to someone in Phillippines, and they did not get me after repeating my issue for 3 times - How to get help!
AmazonHelp: @267149 We'd like to help in any way we can, Shabbir! Without providing personal or account details, can you let us know what's going on? ^FD"
2418972,2418972,"@115821 For ORDER # 408-3798465-8589155 - No customer service from Amazon, time wastage for the customer. Not taking any liability.",Delivery and order fulfillment,"CUSTOMER: @115821 For ORDER # 408-3798465-8589155 - No customer service from Amazon, time wastage for the customer. Not taking any liability.
AmazonHelp: @694936 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH
AmazonHelp: @694936 We've addressed your query in this link: https://t.co/IyQcRf8nl8. Please check the same for more information. (1/2) ^ZH"
2918811,2918811,Amazonプライムに加入したがこれは素晴らしい,Other/Unclear/non-substantive,"CUSTOMER: Amazonプライムに加入したがこれは素晴らしい
AmazonHelp: @807872 Prime Studentのご登録ありがとうございます！早速楽しんでいただけているようでうれしいです😊✨✨SK"
1638697,1638697,@115850 Amazon prime Couriers services giving wrong reason for undelivered couriers.please don't lie to fan customer s.,Prime membership and benefits,"CUSTOMER: @115850 Amazon prime Couriers services giving wrong reason for undelivered couriers.please don't lie to fan customer s.
AmazonHelp: @501085 Sorry about that. Please reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll check this for you. ^SA"
1474678,1474678,"I just got signed up for Amazon Prime by clicking on a button that only said ""Continue with Free Delivery"".  Deceiving bastards.",Delivery and order fulfillment,"CUSTOMER: I just got signed up for Amazon Prime by clicking on a button that only said ""Continue with Free Delivery"".  Deceiving bastards.
AmazonHelp: @462332 I'm sorry for the trouble; if you would like to end your Prime membership, please use this link: https://t.co/POBscwIPKp ^WM"
2970545,2970545,"@AmazonHelp i cancelled an order before it dispatched yet i still haven't gotten the money back into my account, it still says the transaction is pending",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp i cancelled an order before it dispatched yet i still haven't gotten the money back into my account, it still says the transaction is pending
AmazonHelp: @184826 Hi there! If you successfully cancelled an order before it shipped, you'll see an authorisation. This will get removed within 10 business days depending upon your bank. You can learn more here: https://t.co/NDwD9cfDVa ^JM"
117848,117848,"Text from @115821  . 8.43am we will attempt to deliver your parcel today. Okay well that's not helpful. Thanks.
5.35pm we will deliver today but it'll be later than expected. Well it's 9.45pm and no parcel? Cheers",Delivery and order fulfillment,"CUSTOMER: Text from @115821  . 8.43am we will attempt to deliver your parcel today. Okay well that's not helpful. Thanks. 5.35pm we will deliver today but it'll be later than expected. Well it's 9.45pm and no parcel? Cheers
AmazonHelp: @142140 I'm sorry your order hasn't arrived! I know how frustrating this can be. What is the latest tracking showing for your order: https://t.co/aaDyEz1VgE? ^LR"
633723,633723,"Day 15: your 48 hours,2 Days,5 Days escalation wait periods are all over. Now what? @115821 @119356 https://t.co/fdwyunoaye",Other/Unclear/non-substantive,"CUSTOMER: Day 15: your 48 hours,2 Days,5 Days escalation wait periods are all over. Now what? @115821 @119356 https://t.co/fdwyunoaye
AmazonHelp: @270214 In response to the details shared, you must have received an email correspondence from us. Kindly reply to it with your further insight and we'll get back to you. ^HS
CUSTOMER: @AmazonHelp This is the only response I got! It’s been 4 days since then https://t.co/lbliHn8URk
AmazonHelp: @270214 I would request you to kindly respond to our email with your further insight on it and we'll look into it. ^HS
CUSTOMER: @AmazonHelp Haven’t received any. Are you guys mailing to the right ID?
AmazonHelp: @270214 That's odd. We send a correspondence to your registered email. Please check for a correspondence we've sent from here: https://t.co/DTSNmGldJf Kindly revert to it for further updates. ^SV
CUSTOMER: @AmazonHelp The last communication I’ve received is on 19th. https://t.co/h9RUWMFBoc
AmazonHelp: @270214 Sorry to know you've not received any correspondence. In this case, please share your details here: https://t.co/GIJyeY99fq again. We'll check as to what went wrong and reach out to you with further assistance. ^SV"
1125032,1125032,So u buy @115850 prime and then u order.. in return u get a notification that product was delivered directly to u at home when u r at work..,Delivery and order fulfillment,"CUSTOMER: So u buy @115850 prime and then u order.. in return u get a notification that product was delivered directly to u at home when u r at work..
AmazonHelp: @385279 Looks like you've had trouble with your order delivery, Prashant. Our support team would be happy to help you out! Please contact us from here: https://t.co/vlvfJr4nN9. ^MP"
803971,803971,"@115821 If I place a Prime order on a Wednesday and it’s not delivered until the following Tuesday, how is that 2 day shipping?",Delivery and order fulfillment,"CUSTOMER: @115821 If I place a Prime order on a Wednesday and it’s not delivered until the following Tuesday, how is that 2 day shipping?
AmazonHelp: @311603 I'm sorry for this wait for your order. Did we miss the delivery estimate stated for your order at Checkout? ^DO
CUSTOMER: @AmazonHelp Idk, but I searched for items that were Prime only and not 3rd party. Items with delayed shipping shouldn’t be advertised as Prime 2-day."
1580786,1580786,On 5Sep I was chrgd fr 3162 SBI crd for the prdct I nvr prchsd frm amzn. @130723 @120692 @115850  plz rsolv ds,Other/Unclear/non-substantive,"CUSTOMER: On 5Sep I was chrgd fr 3162 SBI crd for the prdct I nvr prchsd frm amzn. @130723 @120692 @115850  plz rsolv ds
AmazonHelp: @486080 We've responded to your query here: https://t.co/IjXoofj1ob. Kindly refer to the same. ^ST"
398796,398796,"@115850 my order no is

404-6253992-4618766",Delivery and order fulfillment,"CUSTOMER: @115850 my order no is  404-6253992-4618766
AmazonHelp: @210310 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
CUSTOMER: @AmazonHelp Why does not help from Amazon team
AmazonHelp: @210310 Apologies for the inconvenience. Please fill in your details here : https://t.co/GIJyeYqKE0 and we'll get back to you. ^AS
AmazonHelp: @210310 Our apologies for the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check this. (1/2)"
2849120,2849120,@115830  I need to PM you and put in a complaint. thank you,Customer service escalation and feedback,"CUSTOMER: @115830  I need to PM you and put in a complaint. thank you
AmazonHelp: @325485 Hello, I am so sorry to hear that you have had a bad experience with us! You can personal message us using this link or contact us via phone or chat here: https://t.co/hApLpMlfHN https://t.co/1XyLaGkcaN"
2361813,2361813,@AmazonHelp I ordered a book and it has said it will arrive ‘Today by 8pm’ for 4 days now and says the delivery date is today the 13th but it didnt come with todays mail,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp I ordered a book and it has said it will arrive ‘Today by 8pm’ for 4 days now and says the delivery date is today the 13th but it didnt come with todays mail
AmazonHelp: @681976 Hello! Oh no, I'm really sorry for the frustration. We'd like to help! What was the delivery date given to you during checkout? Thanks! ^AJ
CUSTOMER: @AmazonHelp Today, the 13th
AmazonHelp: @681976 Truly sorry for the wait! Deliveries may be made until 8 P.M. Who is the carrier? Check: https://t.co/Y5jpI9gRhE and please let us know. ^JE
CUSTOMER: @AmazonHelp USPS
AmazonHelp: @681976 We'd like to reach out to the carrier with you to take a closer look into the delay! Please contact us via phone/chat here: https://t.co/hApLpMlfHN ^CS
CUSTOMER: @AmazonHelp how long will it take for an email response"
83346,83346,Is it me or is @115821 prime shipping a bit slower than normal? @AmazonHelp any insight? #nomore2dayshipping?,Delivery and order fulfillment,"CUSTOMER: Is it me or is @115821 prime shipping a bit slower than normal? @AmazonHelp any insight? #nomore2dayshipping?
AmazonHelp: @134316 We're here to help! Have we missed an expected delivery date on an order? Please, check: https://t.co/Y5jpI9gRhE and let us know. ^JE
CUSTOMER: @AmazonHelp I guess you should ask @115817 for a refund since they are going to miss their deadline for  2nd day air
AmazonHelp: @134316 I do apologize for the delay. The most accurate delivery date will be the one provided in your orders. Please let us know if your package doesn't arrive on the delivery date given. ^VF
CUSTOMER: @AmazonHelp Well as expected my package did not arrive yesterday which was the original date given for delivery
AmazonHelp: @134316 I'm sorry about this! We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/hApLpM3Ejd We'd like to help! ^ZW
CUSTOMER: @AmazonHelp Not yet. But according to UPS info you will."
1880245,1880245,@115850 your customer service standards are clearly lower now.,Customer service escalation and feedback,"CUSTOMER: @115850 your customer service standards are clearly lower now.
AmazonHelp: @159106 Please allow us to look into this issue by sharing your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS
CUSTOMER: @AmazonHelp You can call on the number associated with this account
AmazonHelp: @159106 We can't access your account over Twitter. Kindly share your details over the secure link we had shared. ^CB
CUSTOMER: @AmazonHelp Unable to access to your link. DM you my details
CUSTOMER: @115850 This is regarding the cancelled order for one plus 5 from __email__ Your executives are not even ready to talk.
AmazonHelp: @159106 Also, please don't provide your order/account details as we consider them to be personal information. ^HK
CUSTOMER: @AmazonHelp 24hrs to confirm :/ I was planning to buy this phone during sale period but now I can't enjoy the offer. I have loyal to Amazon from long2/n"
1565855,1565855,"Aucun scotch,?rien pour assurer la #sécurité du colis 📦 @5181 . @120533 se fiche du monde et devient n’importe quoi 😶 https://t.co/kcQzWTYdCa",Other/Unclear/non-substantive,"CUSTOMER: Aucun scotch,?rien pour assurer la #sécurité du colis 📦 @5181 . @120533 se fiche du monde et devient n’importe quoi 😶 https://t.co/kcQzWTYdCa
AmazonHelp: @309164 Bonjour, je suis désolée pour cela vous avez la possibilité d'évaluer l'emballage de votre colis via: https://t.co/KfvpoodxO3 ^FT
CUSTOMER: @AmazonHelp De toute face cela ne change rien . Ce n’est pas la 1ere fois et j’ai toujours le même refrain inutile. Très en colère 🤬🤬🤬🤬🤬
AmazonHelp: @309164 Avez-vous contacté notre SAV pour leur signaler cela? ^MD"
1382684,1382684,amazonで仕事先に頼んだ荷物が届かないうちに配達完了になってるけどポストに掘り込んだのかな。別の会社の🤔,Other/Unclear/non-substantive,"CUSTOMER: amazonで仕事先に頼んだ荷物が届かないうちに配達完了になってるけどポストに掘り込んだのかな。別の会社の🤔
AmazonHelp: @441793 ご心配をおかけしております。メール便の場合はポスト投函にて配達完了となりますが、問題が解決しない場合はカスタマーサービスまでご連絡ください。https://t.co/J6YEizo6qC　MH
CUSTOMER: @AmazonHelp 調べてみたらゆうパケットというサービスで配送されているみたいなのでビルの管理ポストに投函されてるかもですね。そちらの会社さんは不在なので受け取りは週明けになりそうです。その時届いてないようならカスタマーサービス様へ連絡いたします。わざわざありがとうございました。
AmazonHelp: @441793 リプライ恐れ入ります。ご不便ならびにご心配をおかけいたしますが、問題解決しない場合にはカスタマーサービスにご連絡いただければと存じます。どうぞよろしくお願いいたします。HM"
2758926,2758926,@116090 you just lost a great customer. After my last 2 shipments are delivered I will be deleting my account.,Delivery and order fulfillment,"CUSTOMER: @116090 you just lost a great customer. After my last 2 shipments are delivered I will be deleting my account.
AmazonHelp: @772017 We don't want to lose such a valuable customer! Please give us more details about the issue you're facing, we're here to help. Don't provide personal/account information since Twitter is public. ^TN
CUSTOMER: @AmazonHelp I got in contact with someone at amazon to say that I do not want any of my shipments to be on intel courier. I just notice that one of my shipment is being shipped with them.
AmazonHelp: @772017 I understand your frustration. Currently we don't have the ability to request specific couriers. Please keep us posted upon your current order's arrival as we want to make ensure you get it. ^GM
CUSTOMER: @AmazonHelp Ok. Well after they come, I’m closing my account."
689252,689252,@115850 @AmazonHelp Please Bring Some Great Deals On iPad 5th Generation iPad.... #WishList #SantaWish #BEMySanta 😍😍,Other/Unclear/non-substantive,"CUSTOMER: @115850 @AmazonHelp Please Bring Some Great Deals On iPad 5th Generation iPad.... #WishList #SantaWish #BEMySanta 😍😍
AmazonHelp: @171324 We work on providing best and affordable prices to our customers. You can check our latest deals in Today’s deals section of the website. Stay tuned to know more. ^SG"
1114379,1114379,"@116875 ¿Cuando van a desbloquear Mr. @181310 Temporada 3 ?
#espreguntaseria",Other/Unclear/non-substantive,"CUSTOMER: @116875 ¿Cuando van a desbloquear Mr. @181310 Temporada 3 ? #espreguntaseria
AmazonHelp: @383007 Hola, Mr. Sasquatch. Las novedades sobre el servicio son anunciadas en el sitio web, por lo que te sugiero estar al tanto. ^JQ"
885491,885491,"@115830   you lot need to relax with the size of  boxes uses , be environmentally  friendly  less is more!",Other/Unclear/non-substantive,"CUSTOMER: @115830   you lot need to relax with the size of  boxes uses , be environmentally  friendly  less is more!
AmazonHelp: @330259 Thanks for the feedback! You can submit more packaging feedback here: https://t.co/Tz3gTMn83W. ^VB"
2292128,2292128,"@AmazonHelp Hello, so i cancelled an item and it was charged to my credit card and not appearing in my cancelled  orders, also i got the confirmation email that said it was succesfully cancelled. what should i do?","Returns, refunds, and charges","CUSTOMER: @AmazonHelp Hello, so i cancelled an item and it was charged to my credit card and not appearing in my cancelled  orders, also i got the confirmation email that said it was succesfully cancelled. what should i do?
AmazonHelp: @665666 Hello Guarop, can you confirm the status of the order? Did it entered in the shipping process? ^DA
CUSTOMER: @AmazonHelp my order has more items on it so some are being shipped This is the order number  #112-7443929-0141845, i cancelled and item that i had ordered twice. how can i go about this? ill gladly take a gift card for the ammount since it was charged to my credit card
AmazonHelp: @665666 Thanks for reaching out to us! We don't have access to your account via Twitter, so reach out to us via phone or chat here https://t.co/hApLpMlfHN so we can best assist you with your order:) ^AV"
2864787,2864787,"""Free One-Day delivery!""

Sound...

""Get it on Thursday 30th November.""

That's not how it works @115821",Delivery and order fulfillment,"CUSTOMER: ""Free One-Day delivery!""  Sound...  ""Get it on Thursday 30th November.""  That's not how it works @115821
AmazonHelp: @795708 I'm sorry for the trouble! FREE One-Day Delivery refers to transit time, in business days, once your order has been dispatched. Some orders require additional processing and handling. To see more about delivery specifics: https://t.co/LW16AbnJnL  ^EB"
2733972,2733972,@118919 is there any offer for first time purchase user on ur website or app?,"Digital products, devices, and apps","CUSTOMER: @118919 is there any offer for first time purchase user on ur website or app?
AmazonHelp: @385304 We do not have any offer for the first time purchase. However, there are many sales and deals available on daily basis. Stay tuned to the website for more updates. ^PR
CUSTOMER: @AmazonHelp Any offer for Amazon pay first time load money?
AmazonHelp: @385304 I'm sorry that we do not have any such offer running on our website for now. Stay tuned to our website for offers. ^RI"
