example_id,tweet_id,conversation_root_id,customer_message,context,intent,expected_escalation,escalation_reason,label_source,annotation_status,reviewer_intent,reviewer_expected_escalation,reviewer_notes
amz-0077,1507286,1507286,"Bhai sahab @115850 kya aap mera yeh order deliver karenge?? Agar nahi karenge to bata dijiye, mai ye paise doobat khate me daal deta hu. https://t.co/DGG3YahRAB","CUSTOMER: Bhai sahab @115850 kya aap mera yeh order deliver karenge?? Agar nahi karenge to bata dijiye, mai ye paise doobat khate me daal deta hu. https://t.co/DGG3YahRAB
AmazonHelp: @469819 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN (2/2)
CUSTOMER: @AmazonHelp Sir kya kare aap log koi option hi nhi chodte. Diwali 2017 k liye order tha, 2018 me deilver karenge??
CUSTOMER: @AmazonHelp Sir, will you take any concern for my order or not??? Pls tell. I dont have much time to waste, requesting you.
AmazonHelp: @469819 Did you happen to share your details in the link provided earlier? ^JS
CUSTOMER: @AmazonHelp Yes
AmazonHelp: @469819 Thanks for confirming that you've shared your details, We'll get back to you at the earliest. ^VG
CUSTOMER: @AmazonHelp Making good fool of your customers.",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Delivery and order fulfillment,ESCALATE,
amz-0078,274053,274053,Amazonのコンビニ支払いの仕方がわからない,"CUSTOMER: Amazonのコンビニ支払いの仕方がわからない
AmazonHelp: @181484 こんにちは、Amazonです。お支払いの仕方がわからないとのことですが、詳しくおしえていただけますか？SK
CUSTOMER: @AmazonHelp あ！どうも！！番号入力の所で沢山番号があって注文番号入れればいいのですか？
AmazonHelp: @181484 商品の出荷準備が開始された際にEメールでお送りしている、「お支払い番号」をご入力ください。出荷準備開始後もEメールが届いていない場合は、アカウントサービスのメッセージセンターをご確認ください。&gt; https://t.co/PAK8dGjdhO YM
CUSTOMER: @AmazonHelp ありがとう！
AmazonHelp: @181484 とんでもないです！今後ともどうぞよろしくお願いいたします！SK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Other/Unclear/non-substantive,AUTO_HANDLE,
amz-0079,1042320,1042320,"@115850  My Keyboard  cover ( ORDER # 405-9026240-1774718)  had been delivered on 28th Sept. 2017. Since the product was undersized, I sent online request for return on 3rd Oct. 2017. NO ACTION HAD BEEN TAKEN . While tracking I found that Return window closed on 09-Oct-2017 !!!","CUSTOMER: @115850  My Keyboard  cover ( ORDER # 405-9026240-1774718)  had been delivered on 28th Sept. 2017. Since the product was undersized, I sent online request for return on 3rd Oct. 2017. NO ACTION HAD BEEN TAKEN . While tracking I found that Return window closed on 09-Oct-2017 !!!
AmazonHelp: @366442 Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public. 3/3 ^PS
AmazonHelp: @366442 Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll definitely look into it. 2/3 ^PS
AmazonHelp: @366442 Sorry to know your item hasn't been picked up. We certainly did not expect this to happen. 1/3 ^PS",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Other/Unclear/non-substantive,ESCALATE,
amz-0080,168024,168024,"@115850 ...your service sucks, i paid 30k for my phone and within 1 month - i have faced two big issues, and there is no help from your side.","CUSTOMER: @115850 ...your service sucks, i paid 30k for my phone and within 1 month - i have faced two big issues, and there is no help from your side.
AmazonHelp: @155086 Apologies for all the trouble, Noopur. Have you checked with the phone manufacturer for the warranty? ^JC
CUSTOMER: @AmazonHelp I have tried everything...also trying to reach your customer service and unable to do that as well
AmazonHelp: @155086 I completely understand your concern, Noopur. Having said that, mobile phones have a return window of 10 days from the date of delivery. Post that, you must reach out to the manufacturer to claim warranty. ^JC
CUSTOMER: @AmazonHelp And what to do in case they deny for replacement..
AmazonHelp: @155086 I understand your concern. As the products come with warranty, the manufacturer should be able to help you. Do keep us posted if you're unable to get enough support from the manufacturer so that we can help you with it. ^AP
CUSTOMER: @AmazonHelp I have visited one plus 5 service center couple of times for the issues . They just reformat the phone and  fix the it temporarily . Horrible experience
AmazonHelp: @155086 are handled by the manufacturer. More info : https://t.co/5o0KQczPiL .Request you to get in touch with the support team of the manufacturer and escalate the details. They're the right ones to approach for assistance on the issue. (2/2) ^SD",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0081,1470773,1470773,Arriving by 8pm...then suddenly by the 4th...seriously?! @115821,"CUSTOMER: Arriving by 8pm...then suddenly by the 4th...seriously?! @115821
AmazonHelp: @461384 So sorry about that delay, Natalie! Who's the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE ^BL",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0082,2131825,2131825,Ordered groceries from @117795 for the first time! It was awesome! Never leaving the house again! #hermitlife,"CUSTOMER: Ordered groceries from @117795 for the first time! It was awesome! Never leaving the house again! #hermitlife
AmazonHelp: @627381 Hi, glad to hear that you like the service! Thanks for the feedback! ^JJ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0083,1244684,1244684,Amazed by @120533 gift wrapping ! #MerryChristmas ! https://t.co/EboDwhKHDR,"CUSTOMER: Amazed by @120533 gift wrapping ! #MerryChristmas ! https://t.co/EboDwhKHDR
AmazonHelp: @411998 I really loved it too 😍 Preparing for Christmas 🎄 ? ^SM",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0084,308911,308911,"Yo @115821 I have a client expecting that package when you said it would be here.  As usual, the @118706 is dragging and its not here on time.","CUSTOMER: Yo @115821 I have a client expecting that package when you said it would be here.  As usual, the @118706 is dragging and its not here on time.
AmazonHelp: @189759 I'm sorry your package hasn't arrived! Does the tracking information indicate any delays with the order? ^EZ
CUSTOMER: @AmazonHelp No delays. It just didn't ship until today. I ordered it on 10/4 and it was supposed to be here today.
AmazonHelp: @189759 Typically, late shipments arrive the next business day. Please let us know if not received by Monday: https://t.co/EKXRLsnxJu ^BV
CUSTOMER: @AmazonHelp What exactly am I paying for with Prime?
CUSTOMER: @AmazonHelp I promised my client it would be ready tomorrow. Monday is not good enough. You said it would be here today. https://t.co/xMXDo9dIoD",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0085,947689,947689,@AmazonHelp Why do I keep getting emails thanking me for reviewing products I have never bought or reviewed?,"CUSTOMER: @AmazonHelp Why do I keep getting emails thanking me for reviewing products I have never bought or reviewed?
AmazonHelp: @344740 Are you currently sharing your Amazon account with another user (friend or family member)? If not, please let us know! ^WM
CUSTOMER: @AmazonHelp No I'm not. And no unusual orders. But st least 2-3 reviews I did not make
AmazonHelp: @344740 Strange! Let's look into this together. Please reach us via phone here: https://t.co/hApLpMlfHN ^AB",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0086,2917221,2917221,アマゾンプライムで戦車道！！ https://t.co/siRMba4bIP,"CUSTOMER: アマゾンプライムで戦車道！！ https://t.co/siRMba4bIP
AmazonHelp: @807452 こころゆくまでお楽しみください😊✨SK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0087,1466829,1466829,"#AmazonIndia, Got the fullpayment  Rs 15999 For Moto G5s Plus &amp; Not delivering Order  4__credit_card__ @115850 , @115851 , @AmazonHelp https://t.co/WXItoLeRpp","CUSTOMER: #AmazonIndia, Got the fullpayment  Rs 15999 For Moto G5s Plus &amp; Not delivering Order  4__credit_card__ @115850 , @115851 , @AmazonHelp https://t.co/WXItoLeRpp
AmazonHelp: @460459 Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^YP
AmazonHelp: @460459 Our apologies. We'd like to check this and assist. Please share the required details, here: https://t.co/GIJyeYqKE0. (1/2)
CUSTOMER: @AmazonHelp @AmazonHelp, @118919 @115850 I think now I have to go to  consumer court and soon you will get legal notice.
CUSTOMER: @AmazonHelp @115850 , @AmazonHelp  all your apologies are just to make fool me again. You emailed with a false commitment again and then disappeared.
AmazonHelp: @460459 I get your disappointment. However, could you confirm if you've shared the details through the link provided earlier? ^KH
CUSTOMER: @AmazonHelp dear @115851  with hard work for several years u achieved great respect but the emloye @115850 spoiling your image. Plz look into issue
CUSTOMER: @AmazonHelp Yes I have filled the form and You please stop asking irrelevant questions and do please check the filled form &amp; ask ur team to work on this",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Delivery and order fulfillment,AUTO_HANDLE,
amz-0088,960158,960158,"@115850 what's new in this diwali sale, actually less offer than 4 days before sale. Lol","CUSTOMER: @115850 what's new in this diwali sale, actually less offer than 4 days before sale. Lol
AmazonHelp: @347829 We currently have deals going on our website. You could check for the same here https://t.co/Bs2LT8SGJ0. ^VM","Pricing, offers, and product availability",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0089,2616337,2616337,"@115850 @AmazonHelp Just got ths msg from @149473: Dear customer, Your return pickup request from Amazon has been cancelled/can't be executed. For queries, please contact Amazon","CUSTOMER: @115850 @AmazonHelp Just got ths msg from @149473: Dear customer, Your return pickup request from Amazon has been cancelled/can't be executed. For queries, please contact Amazon
AmazonHelp: @310805 That wasn't expected. Did you report this to our support team? If not, can report this here: https://t.co/R3EfhzgU8B. Keep us posted for further support. ^CB
CUSTOMER: @AmazonHelp Have reported to your support team vide the link you had sent. Kindly refund my amount.
AmazonHelp: @310805 Thank you for contacting our support team, you'll receive an update from us at the earliest. Do keep us posted for any concerns. ^SU","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0090,2094064,2094064,"A 3rd party vendor continues to send me harassing emails after a refund was issued by @115821 for an order not sent. How can I get them to stop contacting me? 
The vendor is Dimart. Order# 112-6013723-4262650 Thanks!","CUSTOMER: A 3rd party vendor continues to send me harassing emails after a refund was issued by @115821 for an order not sent. How can I get them to stop contacting me?  The vendor is Dimart. Order# 112-6013723-4262650 Thanks!
AmazonHelp: @618721 Sorry to hear this Claudette- Can you report this to us directly via: https://t.co/hApLpMlfHN we can take further action. ^NV",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0091,2419458,2419458,Amazonで返品したお金が帰ってきません:(,"CUSTOMER: Amazonで返品したお金が帰ってきません:(
AmazonHelp: @488892 返金までに要する時間は、お支払方法によって異なります。詳しくはこちらのヘルプページをご参照下さい。 https://t.co/KTAID5adJp EK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Delivery and order fulfillment,AUTO_HANDLE,
amz-0092,592027,592027,holy shirt 5 packages ordered from @115821 this week 4 of 5 have been late,"CUSTOMER: holy shirt 5 packages ordered from @115821 this week 4 of 5 have been late
AmazonHelp: @260109 We're sorry to hear this! Definitely not the level of service we strive to provide.  Have each of these orders missed the dates provided in the order confirmation e-mail? Let us know, we're here to help in any way we can! ^AZ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0093,1227284,1227284,"#FalsePromises, yet to receive #refund after 3weeks @115850.
Can see AMZN service level degrading
Has @115821 stopped caring abt customers","CUSTOMER: #FalsePromises, yet to receive #refund after 3weeks @115850. Can see AMZN service level degrading Has @115821 stopped caring abt customers
AmazonHelp: @407903 Sorry about the delay in refund. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 &amp; I'll reach out to you. ^SQ
CUSTOMER: @AmazonHelp Information provided; can you arrange for a callback from Large Appliances team on this ASaP
AmazonHelp: @407903 Request you to reply to our email with the request so that we could assist you accordingly. ^GS
CUSTOMER: @AmazonHelp I haven't received any new emails from @115821 after I shared my details on the twitter form
AmazonHelp: @407903 find all the emails sent by us here: https://t.co/5DJ1e0hTXH and reply for further assistance. 2/2 ^AR
CUSTOMER: @AmazonHelp Responded to that email as well
AmazonHelp: @407903 Thank you for the response. We’ll work on it and get back with an update on it.  ^SB","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0094,576526,576526,I know we’re living in a knowledge economy @115821 but I don’t think that means you can send me empty packaging in the mail. https://t.co/DuygWb07PT,"CUSTOMER: I know we’re living in a knowledge economy @115821 but I don’t think that means you can send me empty packaging in the mail. https://t.co/DuygWb07PT
AmazonHelp: @255681 Hi Caleb, I am sorry to see that this has happened! Have you been in touch with our customer service team? ^HS",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0095,1131347,1131347,Amazon bar めっちゃ行きたい,"CUSTOMER: Amazon bar めっちゃ行きたい
AmazonHelp: @386610 ご来店をお待ちしております(*'▽') https://t.co/cLVoWaDHNU EK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0096,2893225,2893225,Looks like I’ll be going home disappointed again. Amazon Logistics having a stinker this week. 😔,"CUSTOMER: Looks like I’ll be going home disappointed again. Amazon Logistics having a stinker this week. 😔
AmazonHelp: @801906 Oh no! I'm sorry for the trouble. Without revealing personal or account information, can you tell us a bit more about what's going on? We'd love to help! ^TG
CUSTOMER: @AmazonHelp Basically it’s a delivery going to a work address that already failed yesterday after being delivered after 5pm. It’s looking to be the same again today after the driver passed the street almost 3 hours ago. https://t.co/AkdBz2NZaB
AmazonHelp: @801906 We'd like to look at available options with you. When you have the time, please contact us here: https://t.co/JzP7hlA23B ^KP
CUSTOMER: @AmazonHelp I think it’s too late to have any effect today, but thanks anyway. I might as well let the delivery fail (if it does) and then contact them about it.
AmazonHelp: @801906 Okay, please let us know if you need any further assistance with this issue, Dave. ^VF",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,AUTO_HANDLE,
amz-0097,2814527,2814527,Figuring out how to use @115821 S3 so that I can move my audio files over from Soundcloud. It's too bad that Soundcloud has such a small a storage cap.,"CUSTOMER: Figuring out how to use @115821 S3 so that I can move my audio files over from Soundcloud. It's too bad that Soundcloud has such a small a storage cap.
AmazonHelp: @784683 Hi Crystal! Were you successful in your transfer of your audio files? ^SY
CUSTOMER: @AmazonHelp Trying to wrap my head around the concept of 'buckets' - is it a bit like 'folders'?
CUSTOMER: @AmazonHelp Any help for this?",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0098,1217534,1217534,When your copy of #SuperMarioOdyssey has dispatched from @115830 &amp;  hoping hard it arrives tomorrow instead of Friday #FirstWorldProblems,"CUSTOMER: When your copy of #SuperMarioOdyssey has dispatched from @115830 &amp;  hoping hard it arrives tomorrow instead of Friday #FirstWorldProblems
AmazonHelp: @222171 We're glad you're excited! Please keep us posted on the arrival! 😁 ^KJ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0099,2979655,2979655,Hey  @115821 When your PROMISE to deliver a pkg in 2 days it should arrive ON THAT DAY short of a natural disaster of which there were none.  So mad you let me down again... Do NOT PROMISE DELIVERY DATES YOU DO NOT HONOR!  Shame on you.... #BoycottAmazonForChristmas,"CUSTOMER: Hey  @115821 When your PROMISE to deliver a pkg in 2 days it should arrive ON THAT DAY short of a natural disaster of which there were none.  So mad you let me down again... Do NOT PROMISE DELIVERY DATES YOU DO NOT HONOR!  Shame on you.... #BoycottAmazonForChristmas
AmazonHelp: @204408 So sorry for the trouble, Lynnie! We're here to help! Just to confirm, is there a current order your experiencing issues with? ^VB
CUSTOMER: @AmazonHelp Yes it was to arrive today and you do NOT promise 2 day delivery if you cannot promise that. It's NOT even December YET!  If not here tomorrow I will be contacting you again.  Very disappointed!  Hire PEOPLE not Robots please
AmazonHelp: @204408 I'm so sorry for the trouble you've had with your orders not arriving on time, Lynnie. Have you noticed a trend with a specific carrier or are they different carriers each time? You can find that here: https://t.co/Y5jpI9gRhE. We're here to help! ^HS",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0100,2291062,2291062,@115850  pathetic service from Amazon. After a week not get my return..😡,"CUSTOMER: @115850  pathetic service from Amazon. After a week not get my return..😡
AmazonHelp: @665454 I'm sorry about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0101,2975728,2975728,@AmazonHelp こんにちは。Android版kindleをアップデート後、起動しなくなってしまいました。「問題が発生したため、Amazon Kindleを終了します」と出ます。端末再起動とアプリの再インストール以外に、こちらで試せる対処法がありましたらご教授ください。Android4.4.2、kindleアプリは8.0.0.78です。,"CUSTOMER: @AmazonHelp こんにちは。Android版kindleをアップデート後、起動しなくなってしまいました。「問題が発生したため、Amazon Kindleを終了します」と出ます。端末再起動とアプリの再インストール以外に、こちらで試せる対処法がありましたらご教授ください。Android4.4.2、kindleアプリは8.0.0.78です。
AmazonHelp: @820683 ご案内が重なり恐縮ですが、タスク管理系アプリやブルーライト軽減フィルターなどの常駐アプリがある場合には一時的に停止して改めてお試しいただけますでしょうか。問題が解決しない場合は、以下リンクよりカスタマーサービスへお問い合わせください。　https://t.co/J6YEizo6qC ET",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0102,2122323,2122323,@115850 We ordered grocery from your pantry and my only concern is use of plastic for packaging. So much plastic? https://t.co/7TtmjM0su3,"CUSTOMER: @115850 We ordered grocery from your pantry and my only concern is use of plastic for packaging. So much plastic? https://t.co/7TtmjM0su3
AmazonHelp: @625261 Thank you for bringing this to our notice. I have taken your feedback and forwarded it to the concerned team. ^VH",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0103,1716724,1716724,"Hey @116935 what's up with being able to download music, but not use it offline? Kinda annoying.","CUSTOMER: Hey @116935 what's up with being able to download music, but not use it offline? Kinda annoying.
AmazonHelp: @519858 That's odd! We'd like to help! Have you had the chance to try these troubleshooting steps: https://t.co/HaTvp3ErY2 ^HM",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0104,987082,987082,@115850 My return pickup couldn’t be done from last 3 days. Agent didn’t come in the slot booked by me. Id: 171-4648536-8049931,"CUSTOMER: @115850 My return pickup couldn’t be done from last 3 days. Agent didn’t come in the slot booked by me. Id: 171-4648536-8049931
AmazonHelp: @353904 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) SI
AmazonHelp: @353904 I'm sorry for the ordeal you are facing with this order. Please fill this form right away: https://t.co/beaaDm0muc. (1/2) ^SI
CUSTOMER: @AmazonHelp It was picked today. Thanku for the help.
AmazonHelp: @353904 Great! Glad to hear the product is picked up. Keep us posted If you have any further queries. ^BS",Customer service escalation and feedback,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0105,573486,573486,一年半以上未開封だったKindleをようやく開封。これでFire TVに手を出したら完全にAmazon生活,"CUSTOMER: 一年半以上未開封だったKindleをようやく開封。これでFire TVに手を出したら完全にAmazon生活
AmazonHelp: @254814 ご利用ありがとうございます！一年という時を経て、どうぞKindle生活をごゆっくりお楽しみくださいませ（* ◜◒◝人）♥　SM",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0106,2675996,2675996,"chegaram!!!! 💕💕💕💕
obrigado pela entrega, @117086 https://t.co/GM8qh7tsJ4","CUSTOMER: chegaram!!!! 💕💕💕💕 obrigado pela entrega, @117086 https://t.co/GM8qh7tsJ4
AmazonHelp: @753208 Opa 🙌 Você aproveitou dessas, Sobral. Já sabe qual livro vai ler primeiro? ^LG",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0107,2597088,2597088,Uhhh @117093 my order was supposed to come between 6pm and 8pm what the heck?!? Where ya at?!?!,"CUSTOMER: Uhhh @117093 my order was supposed to come between 6pm and 8pm what the heck?!? Where ya at?!?!
AmazonHelp: @735319 I'm sorry your package hasn't arrived yet. What is the status of your order? You can check here: https://t.co/hApLpMlfHN ^AY
CUSTOMER: @AmazonHelp This is all that is says https://t.co/5xFNroBXZh
AmazonHelp: @735319 Thank you for that! Please reach out to us via phone or chat so we can take a look at this with you in real-time for assistance. https://t.co/hApLpMlfHN ^RM",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0108,391582,391582,@115821 4/4 packages shipped by# AmazonLogistics are late. Was told that I just had to wait for them to be delivered! What can be done?!,"CUSTOMER: @115821 4/4 packages shipped by# AmazonLogistics are late. Was told that I just had to wait for them to be delivered! What can be done?!
AmazonHelp: @208721 Oh no! We'd like to take a personal look at this, Jim. Please give us further details here: https://t.co/2Mfmjh3UoM ^JD",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0109,234239,234239,Amazonプライム入ってよかった…✨✨✨✨,"CUSTOMER: Amazonプライム入ってよかった…✨✨✨✨
AmazonHelp: @171766 |・∀・*)ﾉｼ　ご利用いただきありがとうございます～！ HM",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Account access and security,ESCALATE,
amz-0110,461360,461360,When your @115821 stuff doesn’t come when it says it will 😢 #holidayseason,"CUSTOMER: When your @115821 stuff doesn’t come when it says it will 😢 #holidayseason
AmazonHelp: @224618 I'm sorry for the wait! What's the current tracking status showing here: https://t.co/q4LAMZ3tbE? Also, which carrier was assigned to deliver your package? ^JS",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0111,649638,649638,@116316 hi! I'm trying to cancel an order even before being processed but nobody is answering me :(,"CUSTOMER: @116316 hi! I'm trying to cancel an order even before being processed but nobody is answering me :(
AmazonHelp: @274427 Hi, you can also call our customer support via https://t.co/ohyvGrpvrY ^SK
CUSTOMER: @AmazonHelp thanks! very quick answer, but I tried filling up the form (email) and calling but nothing happened. I just afraid if you send the package
AmazonHelp: @274427 If you sent an email you should get a confirmation email and later on the reply from our colleagues. Regards ^AN",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0112,683788,683788,"@115833 my second gen echo will play music, keeps not playing radio. Understands the command and says it's playing. No sound","CUSTOMER: @115833 my second gen echo will play music, keeps not playing radio. Understands the command and says it's playing. No sound
AmazonHelp: @283194 Have you tried to turn it on and off again? If this does not work perhaps a reset may work, see our help pages: https://t.co/ZFE0Ah7x2K ^BD
CUSTOMER: @AmazonHelp Hi, he's i reboot and she works fine for an few hours. I'll Dona reset tonight, see if that works. Have read the help pages.   Not much there on this specific problem. I have three dots, they have been working fine for yonks
AmazonHelp: @283194 Got it! If the reset doesn't fix this issue, the next step would be to contact us via phone/chat here: https://t.co/JzP7hlA23B for real-time troubleshooting. ^TK
CUSTOMER: @AmazonHelp Ok doke, thanks
AmazonHelp: @283194 Glad to help! Please reach out to us if you need assistance again. ^HS
CUSTOMER: @AmazonHelp Hi, the new unit went off twice over the weekend whilst playing a radio channel. It makes this garbled/strangled computer noise (as though it's not getting a signal) then she goes quiet. U ask her to play the radio again and she can't, reboot and fine again.
AmazonHelp: @283194 Hey Tony, please contact us here: https://t.co/JzP7hlA23B so we can check that for you.^MA",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0113,2276818,2276818,"Bonsoir @AmazonHelp, hormis une facture un document peut faire office de preuve d'achat ? Si oui lequel ?","CUSTOMER: Bonsoir @AmazonHelp, hormis une facture un document peut faire office de preuve d'achat ? Si oui lequel ?
AmazonHelp: @653660 À part la facture, vous avez la possibilité d'imprimer un récapitulatif de commande. Pour ce faire, vous accéder à commande désirée, vous cliquez sur le lien ""Facture"" et l'option va apparaître. ^MD",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0114,294863,294863,"@115830 - my Hermes return pick up hasn't turned up, it should have been 2 days ago. Can't you advise? Thanks","CUSTOMER: @115830 - my Hermes return pick up hasn't turned up, it should have been 2 days ago. Can't you advise? Thanks
AmazonHelp: @186221 I'm sorry to hear this, Robbie! Have you tried to contact Hermes about your pick up? ^HC
CUSTOMER: @AmazonHelp Hi! I've not, I wasn't sure if to contact Amazon or Hermes. I'll email them and ask, cheers!
AmazonHelp: @186221 Thanks for the update! If you need anything else, please let us know! ^AL
CUSTOMER: @AmazonHelp Hi! Hermes website advises that I contact you re the matter. Would you be able to organise a new pick up date?
AmazonHelp: @186221 We'd be happy to help! Please reach us by phone or chat for direct assistance: https://t.co/JzP7hlA23B ^MV","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0115,1905531,1905531,"@115850 Charging money for so called ""prime"" service and not delivering it on time.This is how you raise funds?","CUSTOMER: @115850 Charging money for so called ""prime"" service and not delivering it on time.This is how you raise funds?
AmazonHelp: @567813 That's quite a remark, Abid. Did we happen to miss the order estimates?  ^NK
CUSTOMER: @AmazonHelp Can you actually spend some time to help me out rather than asking me estimates?
AmazonHelp: @567813 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BA
CUSTOMER: @AmazonHelp Thats where exactly i tried to CONTACT you and it was not helpful.And why do your helpline numbers even exist? https://t.co/c3vi0WeLMI
AmazonHelp: @567813 Abid, we'd like a closer look, please drop in the details here: https://t.co/9mwpIdOzZn and we'll reach out to you. ^MS",Prime membership and benefits,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
