conversation_root_id,customer_message,amazonhelp_response
356707,Cause this is how I always love to receive my packages @115821 😑🙄 https://t.co/I8o7n9SXst,@200701 Oh no! I'm sorry to see your order arrived in this condition! Will you confirm the carrier listed for your order? ^HC
2604291,"Amazon prime video non mi fa vedere i film. 

Perché @120540 ?",@269151 Ariana che difficoltà riscontri? ^BC
197850,servizio clienti @120540 semplicemente spettacolare 👏🏻👏🏻👏🏻 #numero1,@162525 Grazie per il tuo feedback😃. ^BC
237476,@115821 what good is prime shipping if I place an order Friday and it’s not going to arrive til the following Thursday?,@172545 Could check what the estimated delivery date was in the original order confirmation e-mail? ^MJ
2142316,@120533 Quand #Amazon censure les commentaires. Une bonne façon d'avoir uniquement des notes positives... BRAVO ! https://t.co/pmzi5Bx9qe,"@208154 Bonjour, avez-vous suivi les règles générales de publication des commentaires? Plus d'infos: https://t.co/mNJPWmpfsB ^SB"
1109439,@115850 Can i know to whom my package is delivered. I'm receiving msgs your package is delivered ? or you customer care is taking lie?,@381822 We've responded to your concern here: https://t.co/D6qhPYHzvv please check. ^KA
1254589,@115850 I received 4 emails thanking me for reviews I never wrote of the products I never bought. https://t.co/pe7QijiJTw,"@414274 That's strange, please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW"
1741003,I cannot believe that the @115830 chat representative actually flat-out lied to me today. So unacceptable.,@525267 I'm sorry for the poor experience! We'd like to help! Without account info. could you tell us more about what happened? ^TK
2238120,@115821 WHY ARE YOU CGABGING MY SHIPPING ADDRESS TO MY BILLING ADDRESS?,"@203715 I'm sorry for the account issues. Without posting account details, can you tell us a bit more of what's going on? ^EB"
1666565,"@115850
I have an issue with a change in the UI of the Android app for your store. Where do I submit my complaints regarding that?","@507690 You can review on play store/ app store. Also, you can mention it here. ^RW"
2358917,@AmazonHelp qui s'est chier dessus pour la livraison d'un colis aujourd'hui...,"@443236 Bonsoir, rencontrez-vous un problème avec une livraison par Amazon? ^BR"
2862074,@AmazonHelp I got a question friends,"@795080 Hi Dan! We're all ears! Er, eyes! Ask any question you like, and we'll be quick to give you as much information as possible. 😊^JD"
1339637,Positive @115821 doesn't use @116136 email addresses. #SCAM Maybe @comcastcares could trace this? https://t.co/1EGh3OSjVV,@432472 You can see if an e-mail was sent by Amazon and report it here: https://t.co/oCLbVqmv9I ^VS
139057,2 livraisons @115821 en 1h ! Ca commence à sentir #Noel2017 🎄🎁😃,@147335 Superbe nouvelle :D vous profitez bien du black friday ? :p
2459136,@AmazonHelp bought an Amazon iPhone branded iPhone cable 5 weeks ago... it's just randomly stopped working!! Expect more than 5 weeks out of it! Can you exchange it?,"@579272 Hello, Elly. I'm sorry that you're having issues with your phone cable. You can check out our return and replacement options here: https://t.co/x9gav6fjbw  ^FJ"
646778,I have an @115821 delivery today coming from the AMZL US carrier. What are the chances of ACTUALLY receiving it at all?.... slim to none... I have no confidence at this point. @115821 @29657 #Prime,@273612 Keep us updated on your order. We want to make sure you get it. ^VS
1734563,@AmazonHelp Is there a way to put a custom delivery instructions? there isn't a suitable instruction for my location . thanks!,@523802 Hi George! You can contact the courier directly to leave instructions: https://t.co/9omNq1cTWa ^AB
734610,"@115830 brand new it said!!
Water damaged I say!
How ridiculous!! 
I can’t get to post office to return it easily either!! https://t.co/SeHfstzG6X",@295767 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
1461532,When @115821 drops off your neighbors packages at your house https://t.co/H8rQBBXfxU,"@411117 Sorry about that, Melissa! A specialist from my team would like to reach out to you personally: https://t.co/RbIes16agd ^JZ"
600327,@115821 just wondering what the issue is with your delivery in Medway. Ordered 2 things with prime over 2 different days. Still waiting for them both.,@262371 I'm sorry you haven't received your order! What was the delivery date according to the order conformation e-mails? ^DD
1582931,@AmazonHelp hi can you guys give help with prime photos questions 🤨,@363792 Absolutely! What's the question? We're here to help! ^TH
1243767,"@AmazonHelp Hello, can I have some help with an issue I'm having, I'm quite confused about how I'd do a product return",@411797 We're happy to help! Was this item sold/fulfilled by a third-party seller or Amazon? Order info: https://t.co/aaDyEz1VgE ^WM
166405,Hey @115821 nice job making my account overdraw bc of something YOU did and then refusing to refund me properly. Don’t jerk your customers around. Fix it!,"@154653 I'm sorry for the poor experience. Without including any account details, can you tell us more about what's happened? ^ZW"
943507,@115833 my echo alarm is having issues when I try to stop it.  It stops for a sec then goes off again. I have to manually stop thru app.,@343703 Oh my! We'd like to look into this for you. Please reach out to us via phone or chat here:https://t.co/hApLpMlfHN ^AL
413097,@117093 this is the second time I’ve gotten expired coffee. https://t.co/FBvg3MLIfZ,@116069 I am so sorry for this issue with your coffee. Please let us look into this with you here:  https://t.co/hApLpM3Ejd ^DO
2881896,"@115850 My friend received an expired deo. Look at the rusted bottle neck! Thanks to your customer support, he has now been hassled to the maximum as he struggles to return it! @115851 Is this what @115821 stands for? #FakeAmazon https://t.co/pVJ8z4Zp6n",@799629 We would like to help you. Please ask the account holder to share the details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB
142779,ESSE MOMENTO É MEU CARALHO JÁ COMPREI @117086 EU TE AMO https://t.co/NGdZWk5YrC,"@148231 Olá Will, esse momento cheio de felicidade é completamente seu! ❤️ nós amamos você 😘. ^AZ"
2304120,@117086 a loja de eletronicos ta muito boa so quero saber quanto tempo vai demorar aqui no brasil pra ter entregas em 24 igual nos Eua,"@668549 Olá. No momento não temos essas informações, mas qualquer novidade será anunciada diretamente no site e redes sociais. ^CR"
1366162,Why is @115830 's  One Day Delivery on Prime only offering to get everything here on Tuesday 28th (3 days later?),@319097 Hi Bradley! Some deliveries may take slightly longer than usual due to this busy period. https://t.co/DgRGeaZzhb.^CN
2166564,Just got charged by Amazon so I must've accidentally signed up to a trial and I'm so sad I didn't realise 😂 dammit!,"@127359 Sorry to hear. Are you referring to Prime? If so, you maybe able to cancel it here: https://t.co/EMoca4Sfya ^PK"
2310482,Pathetic delivery service by @115850 and I have been asked to wait every time I try to contact the customer care service for a refund. Expect better out of you guys and I have received a message saying that I have got my order when the courier executive made a call.,"@670096 I’m sorry about this experience with the order delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW"
199245,"Lesson - Never buy Mi India product and that too from 
Amazon India. Both have created a fraudulent scheme to... https://t.co/brdBtVASsI",@162951 Kindly contact us here: https://t.co/vlvfJr4nN9 and we'll get this sorted for you. ^PB
2033196,Update on @115830 sending me a box of Capri sun instead of my Xbox Scorpio - they have now told me I have to pay £190 more to get what I ordered.  What the 🤬🤯 https://t.co/vjqTg2sABQ,@601204 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
530040,#AmazonIndia #Amazon First set of oranges grown on moon now available for sale!!!! https://t.co/4rlXIdTHQl,@242743 We cross-checked but couldn't find any similar pricing for the particular item. We would request you to check back with the same item once again. Do keep us posted. ^CB
401619,@115821 Very disappointed.  Amazon shut my seller acct. Down for no reason.,@210973 Have you been able to reach out to Seller Support and discuss this? You can do so here: https://t.co/M4AGzrxYGH ^ZW
2355236,hola um cómo puedo saber si tengo que tener un mailbox para hacer una orden desde ecuador? @AmazonHelp,"@680440 Hola, algunos productos cuentan con envío directo fuera de USA, por lo que puedes intentar hacer la compra con tu dirección en Ecuador, si el producto no se puede enviar directo a Ecuador, entonces podrías usar un casillero."
1045534,@115850...I am sending legal notice to you for wrong commiments and doing fraud with me.,@367173 I understand you had an unpleasant experience. Please elaborate your concern so that we can assist you accordingly.^SF
225341,"What's the customer care number of Amazon Bhubaneswar
@115850",@169832 Kindly get in touch with us here: https://t.co/oX9HICV5Mz and we’ll be glad to help you. ^NS
2895879,"As per your newsletter (India) , Prime music should launch mid of November. It's already November end! Where is your Prime Music subscription? @AmazonHelp",@415197 Prime Music is currently only available to select Prime Members participating in the Amazon Echo Devices invite only program. Please stay tuned for further update. ^SG
381025,"@115850 - Have booked and paid 4ur Echo Plus, which includes one year prime membership. My Prime Membership has not been renewed! https://t.co/KskC9AxiS4",@206363 Call us here: https://t.co/vlvfJr4nN9 for further clarifications. 2/2 ^MJ @206363 Your membership should be activated once the order is delivered to you. 1/2 ^MJ
678314,"Amazonで注文してたのが届いた♫
明日から仕事しながらリピートして聴くよね♫
中島みゆき 相聞 https://t.co/shuqjYAFAv",@281827 そりゃ、リピートして聴いちゃいますよね…♪ Amazonをご利用いただき、ありがとうございました！ RI
930307,@115830 Hi again 8:30pm and no book 😞,"@340699 Hi there! Deliveries are made until 21:00, Dorothea. If your book doesn't arrive by then, please let us know! ^AB"
1772289,"Preordered my @115786 scorpio from @115821, but won't be getting it today. Bummer. Why is it coming late? Why bother pre-ordering?",@169063 I'm sorry for the delay. Have you received a new delivery date? You can find the information here: https://t.co/Y5jpI9gRhE ^SE
322938,"@AmazonHelp someone recently changed my main email but not the password on my amazon, is there anyway I could get any of my audiobooks back?",@192926 We'd love to take a better look at this with you. Please reach out to us via phone here: https://t.co/jzvkhdlrK5 ^KP
103008,Merci @120533 d’avoir expédié un produit sans le mettre dans un carton (juste l’étiquette de livraison sur le produit). L’effet de surprise du cadeau de noël est un peu gâché ! 😩,"@138655 Bonjour David, pourriez-vous me communiquer le lien de l'article SVP ? ^SM"
1228706,@AmazonHelp Where's my parcel?? Paying for next day delivery which hasn't arrived!?! Disgraceful! https://t.co/djEfaON1PS,"@408252 Sorry for the delay, Andy! Let's find out! What does the updated tracking info state here: https://t.co/aaDyEz1VgE ^JZ"
233434,My package was supposed to arrive 3 Days ago! @AmazonHelp,@171573 So sorry about your late order! Who was the carrier? You can find out here: https://t.co/Y5jpI9gRhE ^JZ
2281078,@AmazonHelp hi had a email saying my delivery would come 8pm UK time but hasn’t arrived yet? Could you get some info on where my delivery is?,@663075 I'm sorry you haven't received your order yet; what is the current order status showing when you review your order details? You can review this information via the link: https://t.co/aaDyEz1VgE ^WM
515251,Why does @115821 have the worst customer service? Nothing but issues for two days.,@238679 We'd like to help if possible! Without posting any personal information can you tell us what's going on? ^EP
1614109,Eba! Atendimento @181888 da @117086 foi incrível. Finalmente entenderam e vão resolver meu problema! Amo! #autor #escritor #meuslivros,"@495131 Conte conosco sempre que precisar, Fabricio. ^LG"
1265215,@115821 @115850  very pathetic service by you and your employees do misbehave with clients I want urgent action https://t.co/NXeLLbARap,"@416259 Also, please don't provide your order/account details as we consider them to be personal information. ^HK @416259 Apologies for the trouble in returning your device. Please fill up this form: https://t.co/cllwXc2HeK. We'll contact you. ^HK"
1075196,@AmazonHelp I have 15 items that I've elected to return to a local drop off. Do I have to print the confirmations for every item?,@373687 We do recommend printing all confirmations when returning multiple items. Let us know if we can help! ^BN
597940,@AmazonHelp qué hago? https://t.co/AHHW9qIf07,"@261759 Hola Sara, lamentamos los inconvenientes con tu pedido. Podrías indicarnos ¿cuál era la fecha de entrega que te indicamos en el correo electrónico de confirmación del pedido y si ya has entrado en contacto con el transportista? (https://t.co/r9QTiXdBES). ^MZ"
619155,"@134803 Salve, saranno disponibili i sottotitoli in lingua inglese per This Is Us? Al momento, sono disponibili solo per il pilot.","@266922 Ciao Richard, ti ringrazio per la segnalazione, che ho inoltrato al team competente! Ho verificato che gli episodi nei quali non sono presenti i sottotitoli in inglese sono: il 2, il 3 e il numero 6, mentre negli altri episodi i sottotitoli sono disponibili. ^MZ"
1341688,"Hey @AmazonHelp, in meiner Lieferung war das falsche Spiel und Kontakt zum Lieferanten bekomme ich keinen. Was jetzt?",@432937 Du kannst dich gerne an unsere Kollegen vom Kundenservice wenden: https://t.co/ohyvGrpvrY Diese prüfen das für dich. :) ^SK
2238049,"Dear @115821, half my skills aren't working on Alexa. Are you QAing any of them before they're available?",@652621 Oh no! There's an Amazon Echo support section on our site here:https://t.co/86QoAt6JyH Let us know if this helps! ^SA
318811,"Hey .@115850 as the listing shows i'll be saving 100% on this item, please delivery it to my address. I'll pay delivery charges of Rs 99. https://t.co/Ndx6ahHDYw",@192056 I'm sorry about this. Please help us with the link of the product and we'll get this corrected. ^BA
679035,Hi @115850 need help as I m not able to reach out to customer care services. Amazon is deduction $10 every month from my card,"@282024 Apologies for the debits on your account, Amit. Please contact our https://t.co/nUUp5MLhYl support team here: https://t.co/Ww2cjGHZpz &amp; we'll assist you with it. ^SF"
476121,@115850 @AmazonHelp ..what should I say worst service...I haven't got yet my shoe order from last 16 days.. https://t.co/U5Gqgi3C4z,"@228163 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^VH @228163 We apologize for the experience you had with delivery. Kindly report this to our support team here: https://t.co/rS49hgaADF and well assist you further. 1/2^VH"
1211671,@115850  i am literally stunned by the behavior by your CCE.. This is the customer satisfaction you provide !!! #Shame_Amazon https://t.co/qXvXwjdp7D,"@404394 This is not what we want to hear from you. We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0 ^MA"
1450839,@115830 Are there spurious emails going around from you/fake Amazon? Had 2 today regarding address changes. Looks a bit fake to me....,@456671 You can identify and report phishing e-mails following these steps: https://t.co/2gfua4bK5J ^AF
379298,"@115850 Didn't even get a call from courier guy, and all of a sudden it shows item was delivered. WTH!! https://t.co/Zc5Jz7THXr",@206005 Have you reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/2)^HR @206005 I'm sorry about the issue you're facing with delivery. Let us look into it. (1/2)^HR
1047285,@115830 Locker been installed in our premises 2months ago but not being paid for the space&amp;for the installation. Very poor response. 😡,"@367535 Hi, have you been in touch anyone about this? What info has been provided? ^TS"
574016,@115821 this is the second time in a month where at the last minute my delivery was changed whats going on???,@254975 I'm sorry for the wait! Are there any updates or new details listed on the order information: https://t.co/Y5jpI9gRhE? ^EP
439725,"Warum bekomme ich keinen Bestaetigungcode, @115821? Ich kann mich nicht anmelden :( Auch der Spamfilter sagt nein.","@219383 Bitte versuche es zu einem späteren Zeitpunkt nochmal, wir sind da bereits dran :) Liebe Grüße ^MF"
2758930,The amazon fire stick is amazing @115821 @116062 #thankyou 🖤,@723137 We're so glad you're enjoying it! What has been your favorite feature so far? 😊 ^ST
2251918,@115850 is there no means to contact amazon customer care if I have not ordered anything from amazon through my mobile no ??,@412981 Please select 'Something else' as an issue code and connect with us here: https://t.co/vlvfJr4nN9 ? ^HK
169649,WTF @115821 😡 https://t.co/KWS6ZU3ut9,@155508 Oh no! I'm so sorry for the trouble with your package! Have you had a chance to reach out to us via the Contact Us option shown? ^JO
2052259,todavia no tengo movil @116928 y el ultimo dia de plazo era ayer miercoles hijos de puta no jugeis,@606928 Lo lamentamos mucho.¿El producto fue vendido y gestionado por Amazon o vendido por un vendedor independiente(externo)? ^JJ
440970,Meno 5 giorni ai miei 26 anni e due regali in anticipo così non hanno prezzo...per tutto il resto ci sono i buoni di @120540 😜 https://t.co/9zUIlVQw8s,"@219623 non potevamo non stupirti, sopratutto in questa occasione  😉 ^BC"
1324511,Looks like @115830 and @126705 have let me down and I won't be getting Mario Odyssey today. Not happy!!!,"@429073 Hello, John. What is the current status of your parcel? You can check here:  https://t.co/aaDyEz1VgE ^MW"
1143392,@AmazonHelp Wow I didn’t expect such poor customer service. Been buying since ‘95. Don’t care about your customers it sure feels like.,"@373086 Oh my, this isn't how we want you to feel! Can you tell us more about what's going, Jim? We're here to help! ^KN"
183071,@115821 @117634 Is there  a way to gift someone a book on their #Kindle? Options while buying are only to send to my own devices!Help!,"@159056 Please contact us here: https://t.co/TK4yevTaND, our team will check and help you with available options. ^NR"
1127306,Amazon I would like to get two large tots for my Christmas 🎄 ornaments! Wink wink! @AmazonHelp,"@385783 Hey, we love that you're planning your 🎄 decorations already! 😁 ^TS"
279900,@115851 is amazon selling fake products on their website? @115821,"@182716 Hi Sanghpriya, we would like to know more on this, kindly contact us on the link given https://t.co/00q4Sqj9zL. ^RD"
1342476,Some one Please Help @115850 To find this bag they lost it . I think they lost in Amazon jungle That's  why still not delivered to me LOL😂 https://t.co/W3GAo1NbF1,"@381330 Looks like we have missed on a delivery. Share your info here: https://t.co/Co0QzssGcU, we'll update you on this. ^HT"
2123696,Très déçu de l'expérience Clients @120533 . Colis livré dans point relais qui ne réceptionne plus depuis 6 mois. Anniv enfants gâché!,"@625575 Bonjour, désolée pour ça. Avez-vous signalé cet incident à notre SAV ? Quel transporteur a-t-il effectué la livraison ? ^FA"
2973819,Why would Amazon hack my account? Some employee must have been in there hacking people and things.,@820162 Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this with you: https://t.co/hApLpMlfHN ^MO
1694904,"Of course the one time amazon prime isnt on time, i need my order the most.",@514243 I'm really sorry to hear your order didn't arrive as expected! Have you been provided with an updated delivery date? ^BV
826266,@115830 I’ve got my invoice saying I paid £130 to then receive an email saying my payment was declined 12 days after paying.,@316811 I'm sorry! We'd like to look into this with you! Please contact us here: https://t.co/6f9T7pbTKL ^WT
1093315,@AmazonHelp so angry that for the second time a 'next day delivery' has been delayed. What is the point of my Prime membership at this rate,"@378019 I'm sorry for the wait, Darryl. Have we provided a reason for the delay or an updated delivery date? ^EA"
738425,@117093 not the way I was expecting my doorstep delivery to arrive today.  All my other products in that bag full of egg yolk https://t.co/WxdlC0z8ri,"@296611 Oh no, sorry, that's certainly not what we aim for. Please contact us here: https://t.co/hApLpMlfHN to resolve this. ^JJ"
1477528,"@24155 
こんなカラオケ音源とかいいから
原曲ください。 https://t.co/EGylER1EaG",@463069 プライム・ミュージックについてご要望をお送りいただき、ありがとうございます。担当部署に伝えさせていただき、今後もより充実したコンテンツをお届けできるよう努力して参ります。 YM
281338,@AmazonHelp @115850 this no. Is switched off. I can't trace the agent. Pls help https://t.co/GhUpRLBp2s,"@183036 end of the day, the item should be delivered. (2/2) ^GK @183036 The agent assigned for the delivery must be driving, so he might've switched off his mobile. Kindly wait till the (1/2) ^GK"
1182490,Hey @115821 why does this flute listing have a clarinet for its picture? 😂 https://t.co/sVMRLAX7nX,@398079 Thanks for bringing this to our attention! Can you please link us to the product? ^AC
816106,@115821 I'm glad that prime shipping takes over a week to leave the warehouse :)))),@314336 I'm sorry the order took longer to ship than expected! Did we miss a delivery date given in your confirmation email? ^AH
2230435,"Just saw a product advertised on amazon with the description: ""Gooder than 99.5 percent pure"". Wtf?!",@650885 Thanks for bringing this to our attention. We'd like to take a look. Would you mind sending us a link to this product? ^BL
2492164,So that's two @115830 Prime orders in a row which have been delayed. What am I paying for exactly? 🤔,@711493 I'm sorry to hear this! Have we provided an updated delivery date for these two Prime orders? What is the current status showing when you review these: https://t.co/aaDyEz1VgE? ^WM
264761,@AmazonHelp Tracking ID 211176371119 . Status- Delivery Attempted!! supposed to get the item yesterday!! Very Disappointed!! No Agent info!!,@179072 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS @179072 Apologies for the unpleasant experience. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
1536221,注文してねぇのに騙されそうんなった。そもそもAmazonやってねぇのにwww https://t.co/Vrjfpld0UM,"@476326 (*´-`).｡oO(Anazon、、、となっておりますので、Amazonからのご連絡ではございません。。。。)
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY"
604986,@417 @418  @115830 seriously had enough of this shower of shit. Today mu package gets del. And its a cable! Not a projector https://t.co/HOQaKmnqEo,@263812 I'm sorry to hear about this. Can you contact us here:  https://t.co/JzP7hlRCV9 so we can take a look? ^MI
378482,@120540 @AmazonHelp  Lei forse mi confonde con qualcuno con cui può usare il modo imperativo. https://t.co/JfcSBruTfp,"@205733 mi spiace per l'incomprensione, è nostra premura verificare sull'accaduto qualora lo desiderasse. Restiamo a disposizione ^BC"
1119618,@149473 @115850 track no. 69987244611. Its in same city from 22 Oct thn why it's getting deliver late by 27 . Supposed to b on 23,"@207973 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^KA @207973 Sorry about the delay with the order. Please connect with us here: https://t.co/00q4Sqj9zL and we'll check this for you. ^KA"
180363,"Voila, look look.. what I found while searching for Sofa Cover 🤣🤣😂😂@115850 @115821 https://t.co/WFrGfIjYQc",@158421 Thanks for bringing this to our notice. I'll surely pass on your comments to our concerned team internally. ^SH
2662270,"@AmazonHelp @115851 will resolution will be given or not!!
Only fake hopes are given yet","@716386 As requested, please respond to our email for an update on this. ^HK"
72226,ポストの郵便物を持って行く(泥棒)がいるんだ。Amazonで購入して物が届かず、郵便局に問い合わせて、配達員に確認したが、間違いなくポストに投函したらしい。今日は嫌な事ばかりだ。,@132215 失礼いたします、Amazonです。配達完了でも商品未着の場合、Amazonから発送された商品の場合は、カスタマーサービスにてご対応させていただきます。お手数ですが、よろしければ、以下リンクよりお問い合わせください。　https://t.co/J6YEizo6qC  　SM
1388419,@119625 why you guys are not showing us latest Bollywood movies?,@360553 We will continue to add new content once available with us. Keeping checking https://t.co/FYM9PIZOR8 for latest movies. ^MJ
2978877,Disappointed in the lack of Halloween station on @116935 and that the “holiday” channel is just Xmas music,@449531 Thanks for reaching out! We're always looking for ways to improve and appreciate the feedback! ^AG
1773841,#WTF @115821 @AmazonHelp ever since I got Amazon prime all of packages have been delayed...@118706  This one that's been out for delivery driver yesterday 10am ...? WHAT THE FUCKING FUCK? https://t.co/clBr3LJFvP,@212239 I apologize your order seems to be delayed! What was the original date for delivery? Have we passed it? ^QJ
25302,土曜日の朝、アマゾンの箱で猫と遊んでいたら、猫たちが箱の穴越しに戦い始める(=^･_･^=) https://t.co/2XOwrE1xwb,"@121472 |・ω・*) ｿｰｯｯ
戦いは、終わりましたでしょうか？
穴から出ている手、、、、、カワイイですね~( *´艸｀)TY"
2267184,@115821 2-day shipping services sucks ass. how does 2-day delivery turn into 5/6 day delivery? https://t.co/yzrODoMFv2,@659868 Two-Day Shipping refers to the transit time after it ships. You can find more information here: https://t.co/heFL0AjJP1  ^AF
2312652,@115821 @AmazonHelp done fucked up.,"@289624 That's not what we'd like to hear! Without posting personal/account details, can you please tell us what's happened? ^JM"
2289745,Amazonでハロゲンヒーター数時間前注文したのにもう届くとか速過ぎ,"@665194 Amazonをご利用いただき、ありがとうございます！早くお届けできてよかったです♪
寒い季節を乗り切ってくださいませ…m(*-ω-)m RI"
2944302,"@115830 you really need to work on your delivery service. Twice they have ""tried to deliver"", twice they failed to even get to my door","@813359 I'm sorry for the poor delivery experience! To clarify was the parcel ever delivered or is it still in transit? You can check your tracking here: https://t.co/aaDyEz1VgE We're here to help, so let us know! ^KN"
2305788,"Apparently it was a mistake to order #Battlefront 2 Deluxe from @115821

Dont think ill be making that mistake again. Might try and see if its not too late at gamestop",@668971 I'm sorry for any inconvenience! Have we missed the delivery date confirmed for your order: https://t.co/cZIAVITC4L? ^GM
2240670,#NewMusicFriday unless your with @115830 .. why's my order in stock not sent out .woman on phone I've no idea ffs getting worse each week,@307425 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? ^ZW
2832946,"I request for return and replacement it's done but from amazon someone say your pincode can't come to collect.
Pincode: 392240
If amazon give permission to change return address.
@AmazonHelp",@788678 I understand you want to change the return pick up address. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll assist you further. ^KH
2008252,@AmazonHelp did you guys discover time travel and dind't tell? https://t.co/6YgONeMkxE,@593846 All our time travelers are actually already deployed- what was the delivery date in your email? Let us know! ^BL
1725359,"Been nearly three weeks since buyer returned the product, haven’t seen or heard of the product in the last 2 weeks  @115850 are you there?",@521819 We apologize for the delay in response. Kindly contact us here https://t.co/00q4Sqj9zL and we'll look into it. ^RD
2939030,@118919 bkwas compny ha Amazon muja bluff kr ka apna khrb cell sale Kia,@442625 Please feel free to connect with us using the link provided earlier and we'll look into this. ^MK
2717997,@AmazonHelp ça fait près d'1 semaine que j'attends Et qu'on me ballade sur le service client pour un colis : n° suivi 6Z00249608173 annoncé en livraison le 15 avant 20h!,"@722699 Bonjour, je suis désolée pour le retard de livraison. Pour des raisons de sécurité, je vous invite à supprimer votre numéro de suivi. Que dit le suivi de la commande SVP ? ^SM"
2192573,@86720 @6416   @115850 recently got my new #EchoDot #Alexa but it says alexa calling is not available in your region india? If u are selling it in India why so?,@641743 This skill is not yet available. Please see the Echo page here: https://t.co/uvZe7QP9to for the full features of the device. ^SM
179878,Why the hell do I even bother paying for amazon prime to get fast delivery times when all of my most recent orders get delayed.,@158351 Sorry to hear that. Have you been in touch regarding the delays? ^BM
2291244,"@115830 I’ve been randomly charged £7.99 for Prime and I’m not a member, contacted customer service and no reply, please help",@665479 Please use this link to double check for a Prime Membership and to receive any eligible refund : https://t.co/1itxHj5wK8 ^TD
278645,"@115850 team facing lots of issue with Amazon Pay balance since last 2 days ,order done then get cancelled itself balance is rs 1510","@182452 support team here: https://t.co/2t6DQoUmNZ? If not, kindly let them know about it so that we can look into this for you. 2/2 ^EM @182452 Apologies for the trouble you've been facing. We'd like to have a look into it. Have you tried reporting this to our 1/2^EM"
2136176,Checked my account and all of sudden my prime membership is cancelled @115821,@628414 Oh no! Have you received correspondence about your Prime membership being canceled: https://t.co/6lq9uDbujn? ^AR
2391268,"アマゾンプライムのビデオ見せてるんだけど、まじで有能。いろいろあるから親も楽しめるし🙆🏻
それにいまならファミリーに登録したら3900円分のクーポン貰えるみたいだから、実質無料で一年入れるよ🙆🏻神！",@688730 お褒めのお言葉ありがとうございます。どうぞご家族でごゆっくりとビデオをお楽しみくださいませ。😊ET
2280061,What an L. Back in May I must've signed up for the 6months free Amazon prime. Forgot all about it &amp; just got charged £39 for a years subscription https://t.co/a2daUIsk6H,@662844 Thank you for contacting us today via Twitter. You can cancel the Prime subscription here: https://t.co/s2U1V5pQHV and receive a full refund as long as none of the benefits were used. ^KB
2223683,"Bekam heute 3 Amazon-Bestellungen mit demselben Bestelldatum - eine per DHL, eine per Hermes, eine per Amazon-Log.
Euer Ernst @116316? 😕",@649323 Es wird je nach Verfügbarkeit der Transportdienstleister versandt. Es befinden sich nicht alle Artikel im selben Versandzentrum. ^VM
2314236,"@115850 ??????.......????, https://t.co/38c53aunk3",@671065 Sorry about the inconvenience. I've checked and see the website is working fine. Please try using a different browser. ^NR
2187513,"@120474 diabolical customer service, been on phone for 45 minutes and getting nowhere.....furious","@640581 I'm so sorry for the frustrating experience, Melanie. What's being advised? ^WJ"
1096865,@AmazonHelp amazon sent me something I didn’t order ? iPhone 8 protection case that is flimsy ? Didn’t order anything? This free ?,@378837 Thank you for letting us know you received something you didn't order! Was this a gift that someone sent you from Amazon? ^JF
2238601,"Badly need the 2nd season of ""THIS IS US"",can I expect it soon on @119625 ?",@652740 We haven't made any announcement surrounding the release of the season-2. Kindly stay tuned as we add more content to our library. ^GD
680677,What's up with Xanathar's Guide to Everything stock on @115830 ? Release date was yesterday but I still have no delivery date for my pre-order? 😢 @30934,"@282417 Hi Dave, have you had any updates to the tracking of your order? You can check the Your Orders page here: https://t.co/BQmcNXViiI ^PJ"
2591331,@AmazonHelp I ordered a shopper trolley a couple weeks ago &amp; post office said it was delivered but I never got it. Help :(,"@158619 I'm sorry! When this happens, we ask you to try these steps: https://t.co/8zOUCqf8NB

Please let us know if this helps! ^WT"
476784,@120533 c'est plus ce que c'était. Deux commandes perdues pour mon premier mois en premium payant et le SC qui s'en tape comme de l'an 40.,"@228315 Bonjour Sylvain, je suis sincèrement désolée pour le désagrément causé par cet incident. Que dit le suivi de colis, je vous prie ? ^SB"
930291,@142696 DVD not getting delivered today 😠😡 only just got an update from @115830 One very disappointed boy here 😩😩☹,@340696 I'm sorry you haven't received your DVD yet. Were you provided with a new delivery date: https://t.co/aaDyEz1VgE? ^JF
